time_s,x_vel,y_vel,z_vel
3.1384655000001658,0.0,0.0,0.0
3.889712917007273,0.14363526,2.6685638e-07,-0.5134133
4.065539750008611,0.12916683,1.1431637e-07,-1.0682564
4.250134542002343,0.14495249,1.7159809e-07,0.20983243
4.425217584008351,0.14727138,-0.00010233749,0.05834177
4.604755042004399,0.1547178,-1.1234899e-06,-0.17012267
4.780543000000762,0.1522813,-6.590679e-07,-0.042446703
4.9509313339949585,0.1511745,-1.291506e-07,-0.006563425
5.126092999998946,0.14834237,8.538085e-06,0.0067398995
5.3121918750111945,0.14232728,-4.8826473e-06,0.01838465
5.485472375003155,-0.050401367,8.389475e-05,-0.11034304
5.661715374997584,-0.00019838492,0.000119124285,-0.0010460021
5.842504792002728,0.00013577551,1.8583292e-05,-7.2030074e-05
6.016249500011327,9.797413e-05,2.2145896e-05,-0.00012332165
6.190211625013035,0.00040163234,1.862898e-05,0.00057860353
6.379070958995726,0.00043402094,-5.4598727e-06,0.00064798835
6.558852584013948,9.97169e-05,2.4211038e-05,-0.00016261925
6.73347316699801,5.590061e-05,2.3915287e-05,-0.00025552802
6.907708375016227,6.0214472e-05,2.4110645e-05,-0.00019484908
7.081825208995724,3.4518005e-05,2.0183339e-05,-0.00024799054
7.25574962500832,8.653052e-05,2.3472352e-05,-0.00014033855
7.442553250002675,3.641696e-05,1.9705012e-05,-0.00024373288
7.616752542002359,0.000114464085,2.4571704e-05,-8.3290506e-05
7.792906417016638,0.00032884296,1.2919752e-05,0.0003805915
7.975184959010221,0.00035239215,1.6740096e-05,0.00047763414
8.160471334005706,0.000384184,1.1357741e-05,0.00049682905
8.33316375000868,0.00035631945,1.7010483e-05,0.00048560047
8.52451679200749,6.4312604e-05,2.1899441e-05,-0.000238674
8.701386708999053,0.00010358996,1.8192239e-05,-0.00010405497
8.87560054200003,0.00013938462,2.3440223e-05,-2.9103787e-05
9.048159875004785,3.980233e-05,2.1773596e-05,-0.00023637661
9.219355292007094,-6.9458474e-07,2.0290234e-05,-0.0003288583
9.391962916997727,0.00010104076,2.2168242e-05,-0.00010938979
9.581289916997775,0.00036185747,4.0748123e-06,0.00049580436
9.751214209012687,3.002166e-05,1.9095109e-05,-0.00026090755
9.921825124998577,8.996474e-05,1.90729e-05,-0.00013658906
10.096424709015992,0.0001526069,2.0467878e-05,-1.8709397e-06
10.269066750013735,0.00039790856,1.0294954e-05,0.00052836875
10.442085959017277,6.353525e-05,1.6693664e-05,-0.00018713421
10.629272042016964,0.00010522121,2.1251955e-05,-9.967736e-05
10.802799124998273,0.00036321397,3.4791226e-06,0.0004997307
11.014825833990471,2.9414847e-05,1.8762212e-05,-0.00026325983
11.186401667015161,4.220464e-05,1.9578756e-05,-0.00023753292
11.36840266699437,0.00010313276,1.4391493e-05,-0.000102925274
11.539174625009764,0.000106512525,1.990316e-05,-9.686958e-05
11.728948959003901,-6.7249603e-06,1.878756e-05,-0.00033840272
11.911887041991577,-2.1458683e-05,2.0800875e-05,-0.0004205665
12.084025791991735,3.626578e-05,1.8786426e-05,-0.0002477704
12.267555625003297,0.00010197667,1.3996842e-05,-0.000103814695
12.451515333988937,0.00010563826,1.9903435e-05,-9.736554e-05
12.62956966701313,0.0001339628,1.5177738e-05,-4.097045e-05
12.854118499992182,-0.015096962,-2.3405728e-06,-0.7415507
13.081655249989126,-0.29724747,-5.0868926e-05,-1.4360644
13.302805334009463,0.0027064218,5.157741e-06,0.0015202882
13.505394292005803,0.0016652464,3.4880065e-06,0.0001332569
13.721850583999185,0.0016715459,7.46926e-07,3.3383258e-05
13.93661304199486,0.0016731892,2.993518e-07,3.164704e-05
14.144855042017298,0.001674483,2.792852e-07,3.0551455e-05
14.36316966699087,0.001675922,2.884498e-07,2.8013601e-05
14.581814500008477,0.0016772996,2.8340597e-07,3.0044e-05
14.800569874991197,0.0016788315,2.8668848e-07,3.2276148e-05
15.035242792015197,0.001680243,2.8939706e-07,3.210525e-05
15.256351709016599,0.0016812971,2.8969e-07,2.8694281e-05
15.483679833996575,0.001682582,2.8533344e-07,2.9890914e-05
15.705654291989049,0.0016842034,2.900923e-07,3.2237847e-05
15.932838334003463,0.0016854777,2.905638e-07,3.260898e-05
16.1610193340166,0.0016866998,2.9199686e-07,2.937694e-05
16.392722584016155,0.0016880838,2.8965658e-07,3.1044474e-05
16.62672366699553,0.0016895599,2.9112945e-07,3.124692e-05
16.865991083992412,0.0016907253,2.932805e-07,3.2149954e-05
17.114972250012215,0.0016923412,2.9211319e-07,3.2114447e-05
17.354927292006323,0.001693707,2.9167163e-07,3.0275318e-05
17.608191000006627,0.0016951397,2.8979593e-07,3.1484058e-05
17.851519292016746,0.001696455,2.90049e-07,3.0570198e-05
18.09953300000052,0.0016979711,2.9185728e-07,3.2073236e-05
18.349609249999048,0.0016991879,2.9171574e-07,2.976053e-05
18.601345333998324,0.001700573,2.861064e-07,2.867973e-05
18.85264975001337,0.0017019412,2.9058236e-07,3.0530384e-05
19.112344583991216,0.001703497,2.9158542e-07,3.1549367e-05
19.369164750009077,0.0017048593,2.924217e-07,3.274018e-05
19.631960250000702,0.0017061586,2.926244e-07,3.1098025e-05
19.907823999994434,0.0017076147,2.926914e-07,3.0645053e-05
20.172739208996063,0.0017089852,2.9211355e-07,3.0125142e-05
20.44798900000751,0.0017104676,2.9588185e-07,3.1593256e-05
20.71722916699946,0.0017120517,2.9106684e-07,3.263983e-05
20.997909708996303,0.0017133034,2.8843306e-07,2.977578e-05
21.273153334012022,0.0017145092,2.953858e-07,3.095297e-05
21.559499666997,0.0017161252,2.9704853e-07,3.2282085e-05
21.84601862501586,0.0017174805,2.9500552e-07,3.0727708e-05
22.135943875007797,0.0017188261,2.9477377e-07,3.145449e-05
22.430341958999634,0.0017205502,2.9241755e-07,3.3676624e-05
22.745612875005463,0.0017217017,2.951791e-07,3.127416e-05
23.043553833995247,0.0017231948,2.9054485e-07,3.3125514e-05
23.35600837500533,0.0017245035,2.95634e-07,3.0751922e-05
23.66370154201286,0.0017263009,2.9449023e-07,3.491144e-05
23.9863873750146,0.0017276199,2.9733016e-07,3.3810153e-05
24.314476208994165,0.0017287352,2.989004e-07,2.9004295e-05
24.644909208989702,0.0017304006,2.9786048e-07,3.198802e-05
24.982890667015454,0.0017319479,2.9779898e-07,3.2265205e-05
25.318734708998818,0.0017333652,2.9895187e-07,3.0889176e-05
25.644133791996865,0.0017348685,2.9673183e-07,3.3201068e-05
25.985975958989002,0.0017360998,2.9486284e-07,2.9513496e-05
26.32176962500671,0.0017378014,2.958831e-07,3.1672185e-05
26.654341749992454,0.0017390061,2.9780966e-07,3.218255e-05
26.990680541988695,0.0017406133,2.96334e-07,3.430678e-05
27.32032004199573,0.0017419094,2.964503e-07,3.081537e-05
27.652868083998328,0.001743589,3.0191885e-07,3.1681964e-05
28.005214167002123,0.0017449092,3.0068412e-07,3.2121083e-05
28.357147083996097,0.0017464266,2.9707175e-07,3.286882e-05
28.70864412499941,0.0017478659,3.0153205e-07,3.1861942e-05
29.071320666989777,0.0017493772,2.9669945e-07,3.1867297e-05
29.441470084013417,0.0017509192,2.943834e-07,3.2067648e-05
29.80847458401695,0.0017525493,3.0208665e-07,3.3649732e-05
30.177168499998515,0.0017538278,3.0038757e-07,3.0070194e-05
30.56170420901617,0.0017553724,3.0262638e-07,3.3545308e-05
30.967956625012448,0.0017571184,3.0083808e-07,3.4950208e-05
31.369268334005028,0.0017582786,2.9826336e-07,3.1523872e-05
31.759494291996816,0.0017598213,3.051441e-07,3.135146e-05
32.159216166997794,0.0017611666,2.9895898e-07,3.0059717e-05
32.55843166701379,0.0017628407,3.0118937e-07,3.4493976e-05
32.9835555840109,0.0017642716,3.024097e-07,3.264891e-05
33.39617304201238,0.0017655576,3.0285918e-07,3.1148666e-05
33.81664570901194,0.0017672067,3.0568145e-07,3.100501e-05
34.24711483399733,0.0017689199,3.0132725e-07,3.3144606e-05
34.66897783399327,0.0017702563,3.0333135e-07,3.109686e-05
35.06897583400132,0.001772112,2.9994936e-07,3.415509e-05
35.463490084017394,0.0017732661,3.0845342e-07,3.055192e-05
35.86337591698975,0.0017749122,3.0619498e-07,3.1299773e-05
36.26659816701431,0.0017763203,3.0628817e-07,3.2742624e-05
36.69150091698975,0.001777961,3.0601538e-07,3.324123e-05
37.09586979201413,0.0017794205,3.0771696e-07,3.321399e-05
